-0.433982;0.900168;0.154306
-0.436329;0.899141;0.154536
-0.433753;0.900282;0.154402
-0.432361;0.90078;0.154069
-0.436453;0.898759;0.153211
-0.438331;0.897674;0.15314
-0.43947;0.896911;0.152454
-0.446215;0.89361;0.152815
-0.451809;0.890798;0.153473
-0.451321;0.89068;0.15292
-0.453915;0.889153;0.1521
-0.456318;0.887492;0.153012
-0.457518;0.886896;0.151597
-0.460021;0.885095;0.150917
-0.462637;0.883241;0.149725
-0.471478;0.879158;0.148557
-0.46547;0.882418;0.148005
-0.469814;0.880759;0.148003
-0.477901;0.876512;0.146374
-0.494022;0.867506;0.145845
-0.49638;0.866826;0.145023
-0.498857;0.86546;0.145705
-0.499761;0.865069;0.145569
-0.50891;0.860268;0.146048
-0.503729;0.863428;0.145966
-0.493861;0.868516;0.145465
-0.492071;0.869935;0.145539
-0.492289;0.869431;0.144574
-0.47618;0.877836;0.143534
-0.471963;0.879523;0.143238
-0.460669;0.885208;0.143064
-0.461201;0.883372;0.142975
-0.467142;0.880607;0.142713
-0.467142;0.880607;0.142713
-0.467142;0.880607;0.142713
-0.467494;0.880996;0.142902
-0.502583;0.861272;0.140845
-0.507466;0.858398;0.140082
-0.507791;0.857748;0.139658
-0.511489;0.855481;0.139183
-0.511219;0.8549;0.138308
-0.508196;0.855693;0.13778
-0.504255;0.857222;0.137278
-0.499363;0.859807;0.137146
-0.501332;0.858695;0.137042
-0.493444;0.863457;0.136936
-0.492889;0.863895;0.137049
-0.49929;0.860734;0.137122
-0.502238;0.859451;0.136993
-0.497194;0.861171;0.137962
-0.500808;0.859816;0.13866
-0.494465;0.863066;0.140021
-0.476065;0.871926;0.142081
-0.471828;0.872831;0.142736
-0.469279;0.873504;0.143044
-0.453191;0.88174;0.143291
-0.466951;0.874747;0.142599
-0.467022;0.874311;0.142209
-0.476773;0.870281;0.141952
-0.47492;0.872686;0.141977
-0.47433;0.872577;0.142234
-0.475053;0.872356;0.142448
-0.480526;0.869789;0.142165
-0.472568;0.873068;0.142517
-0.453488;0.881957;0.144077
-0.483256;0.869976;0.144776
-0.463863;0.875329;0.141605
-0.473789;0.871313;0.140799
-0.466142;0.876678;0.143033
-0.465093;0.877673;0.144126
-0.464719;0.87853;0.144635
-0.464264;0.879441;0.144669
-0.470479;0.876604;0.145248
-0.466777;0.878345;0.145503
-0.463412;0.880585;0.145587
-0.457099;0.883072;0.14524
-0.453438;0.884409;0.144908
-0.453355;0.884153;0.143503
-0.440052;0.890544;0.144212
-0.443795;0.887993;0.143645
-0.445117;0.887271;0.144775
-0.447447;0.88546;0.146314
-0.455876;0.881908;0.145985
-0.477007;0.873961;0.144233
-0.478805;0.874449;0.142456
-0.481315;0.871901;0.141974
-0.497669;0.861811;0.140866
-0.506056;0.855751;0.138514
-0.492028;0.861791;0.139763
-0.489336;0.863076;0.140265
-0.473733;0.874711;0.142458
-0.487711;0.866491;0.136114
-0.483502;0.868023;0.132525
-0.473589;0.867217;0.129338
-0.493871;0.85495;0.131497
-0.469352;0.873441;0.13011
-0.467556;0.874493;0.123724
-0.473239;0.876184;0.127418
-0.387114;0.907235;0.123281
-0.432482;0.890721;0.123283
-0.390144;0.908861;0.119468
-0.408531;0.90412;0.112745
-0.387501;0.906758;0.11422
-0.336448;0.926762;0.109147
-0.299214;0.930718;0.102114
-0.248073;0.94536;0.097958
-0.184228;0.938157;0.092515
-0.11513;0.959212;0.087028
-0.095846;0.970896;0.08759
-0.053753;0.966137;0.082998
-0.199477;0.953682;0.060265
0.197689;0.9398;0.086585
0.101129;0.967752;0.059929
0.075008;0.967157;0.044896
0.289392;0.878044;0.042829
0.491091;0.711826;0.047516
0.622262;0.711378;0.044554
0.783335;0.399891;0.048456
0.845661;0.280435;0.056919
0.895422;0.155439;0.069147
0.91122;0.058289;0.071804
0.91222;0.002096;0.075843
0.924984;-0.118232;0.091407
0.934067;-0.086316;0.101356
0.916323;-0.221306;0.103324
0.926046;-0.17728;0.119537
0.960247;0.003757;0.152122
0.957517;-0.054984;0.161083
0.957417;-0.062389;0.169417
0.963624;-0.049636;0.181819
0.965041;-0.082014;0.193398
0.961434;-0.106178;0.202527
0.961404;-0.042409;0.229771
0.959679;-0.082277;0.237411
0.973664;-0.021034;0.247743
0.962528;-0.084738;0.253532
0.954996;-0.133061;0.26908
0.8953;-0.30373;0.270555
0.898744;-0.298637;0.28221
0.8906;-0.325422;0.291521
0.8906;-0.325422;0.291521
0.691432;-0.505692;0.23421
0.922775;-0.283116;0.315207
0.943974;-0.250931;0.335302
0.949177;-0.182008;0.325945
0.913201;-0.298623;0.377224
0.913201;-0.298623;0.377224
0.909451;-0.306424;0.406759
0.919115;-0.29144;0.41176
0.921695;-0.293198;0.421016
0.932272;-0.267112;0.426266
0.916636;-0.304697;0.453011
0.912555;-0.313056;0.472103
0.871115;-0.364808;0.506656
0.874325;-0.35282;0.525727
0.93353;-0.265614;0.518145
0.933704;-0.261441;0.532269
0.907366;-0.330032;0.547227
0.912518;-0.317128;0.562321
0.913393;-0.325365;0.580595
0.918972;-0.302259;0.597398
0.925535;-0.282426;0.608265
0.921369;-0.303958;0.63637
0.9171;-0.323202;0.652091
0.917108;-0.322667;0.668653
0.916176;-0.310483;0.664988
0.926493;-0.293725;0.675479
0.926583;-0.293436;0.68539
0.926583;-0.293436;0.68539
0.922621;-0.297144;0.696721
0.922621;-0.297144;0.696721
0.935594;-0.34335;0.994164
0.930208;-0.260058;0.710185
0.943106;-0.253824;0.737867
0.948932;-0.239391;0.746842
0.956501;-0.222091;0.759566
0.956501;-0.222091;0.759566
0.963842;-0.206603;0.777108
0.965052;-0.204076;0.789706
0.967798;-0.199494;0.801676
0.968417;-0.201176;0.815004
0.968404;-0.203139;0.824964
0.968004;-0.204787;0.840818
0.967942;-0.205407;0.850888
0.969199;-0.205083;0.865571
0.964304;-0.222659;0.884187
0.963502;-0.230429;0.89542
0.964133;-0.2274;0.909357
0.963378;-0.233673;0.919238
0.964115;-0.226418;0.939486
0.962021;-0.237507;0.947814
0.960471;-0.238831;0.966531
0.961643;-0.234403;0.98057
0.960905;-0.237027;0.987087
0.961601;-0.234666;1.000112
0.962377;-0.232088;1.009942
0.962814;-0.230159;1.022186
0.962562;-0.230314;1.035078
0.962575;-0.22872;1.049153
0.962872;-0.226323;1.060711
0.96259;-0.225083;1.074382
0.96259;-0.225083;1.074382
0.961367;-0.225934;1.101752
0.96276;-0.220258;1.120348
0.96073;-0.224809;1.129654
0.960737;-0.224232;1.14242
0.963416;-0.212658;1.159531
0.96011;-0.22368;1.162829
0.959828;-0.223911;1.174417
0.959828;-0.223911;1.174417
0.959307;-0.224289;1.197986
0.959307;-0.224289;1.197986
0.957319;-0.227153;1.221246
0.956134;-0.230409;1.232498
0.955812;-0.230187;1.244811
0.955291;-0.228933;1.259761
0.954408;-0.230663;1.271352
0.953387;-0.233172;1.285272
0.951454;-0.236612;1.296306
0.950331;-0.2384;1.309275
0.949487;-0.239547;1.320009
0.948099;-0.241461;1.329501
0.947617;-0.24022;1.336386
0.947485;-0.239688;1.347519
0.947485;-0.239688;1.347519
0.946933;-0.239997;1.357852
0.945155;-0.242733;1.377212
0.944703;-0.242654;1.386771
0.944703;-0.242654;1.386771
0.943698;-0.244272;1.404827
0.943698;-0.244272;1.404827
0.942673;-0.246028;1.414223
0.941829;-0.246693;1.430941
0.941829;-0.246693;1.430941
0.941467;-0.247056;1.43926
0.941472;-0.246667;1.447836
0.941368;-0.246589;1.455148
0.942448;-0.243949;1.46372
0.942665;-0.242849;1.470686
0.944164;-0.238354;1.486248
0.944623;-0.236634;1.495455
0.944221;-0.236928;1.498878
0.944459;-0.235672;1.508821
0.944459;-0.235672;1.508821
0.944502;-0.233769;1.522796
0.944527;-0.2335;1.52982
0.944506;-0.233573;1.53606
0.945087;-0.232391;1.545179
0.945142;-0.231703;1.550471
0.945315;-0.232073;1.55836
0.946271;-0.229491;1.565425
0.946009;-0.231188;1.573453
0.945179;-0.233171;1.580992
0.944056;-0.237139;1.587202
0.945355;-0.232388;1.596126
0.945418;-0.232753;1.602758
0.9451;-0.233467;1.610766
0.94577;-0.232541;1.615468
0.945606;-0.232394;1.621731
0.945683;-0.231976;1.625859
0.946323;-0.230353;1.630001
0.946922;-0.226652;1.633228
0.946475;-0.228326;1.637023
0.945986;-0.230123;1.640451
0.942421;-0.232891;1.63059
0.941998;-0.233693;1.632772
0.942182;-0.231526;1.637099
0.942187;-0.231156;1.63798
0.942143;-0.231107;1.643324
0.941571;-0.230993;1.644152
0.941458;-0.230702;1.647313
0.943369;-0.223564;1.649488
0.939906;-0.226663;1.638829
0.941914;-0.225167;1.652126
0.938424;-0.227909;1.641503
0.937693;-0.22907;1.641237
0.93834;-0.227951;1.643373
0.937735;-0.228378;1.642503
0.9382;-0.227382;1.643388
0.938308;-0.227251;1.643737
0.938025;-0.227267;1.643132
0.938101;-0.227189;1.643001
0.938468;-0.226576;1.643442
0.938014;-0.227221;1.641464
0.938118;-0.227869;1.642474
0.938323;-0.227383;1.642184
0.938371;-0.22708;1.638594
0.937644;-0.22835;1.640369
0.94077;-0.225426;1.646038
0.940247;-0.226204;1.648671
0.940587;-0.225998;1.644705
0.940895;-0.225472;1.644617
0.940624;-0.226038;1.643273
0.937916;-0.229155;1.634883
0.937977;-0.229208;1.633787
0.940861;-0.232129;1.646825
0.939367;-0.229323;1.640701
0.93848;-0.230876;1.64133
0.936183;-0.233775;1.630565
0.938725;-0.233656;1.63524
0.937064;-0.236157;1.620723
0.938776;-0.234775;1.628202
0.939546;-0.233965;1.620046
0.939851;-0.237025;1.619793
0.940237;-0.23698;1.615165
0.939747;-0.237366;1.605003
0.939143;-0.237433;1.599895
0.940704;-0.233394;1.59507
0.93832;-0.238479;1.584496
0.938017;-0.239409;1.575916
0.937392;-0.241187;1.56939
0.937503;-0.242039;1.563312
0.937025;-0.2434;1.553636
0.937255;-0.243145;1.545813
0.93717;-0.244353;1.537646
0.936327;-0.246132;1.529116
0.936868;-0.245545;1.52006
0.938247;-0.243263;1.510485
0.937171;-0.245528;1.501034
0.936127;-0.247972;1.488748
0.936073;-0.248006;1.479308
0.936073;-0.248006;1.479308
0.934528;-0.252381;1.457394
0.933756;-0.253882;1.447699
0.933429;-0.255048;1.43547
0.932853;-0.257062;1.426369
0.932978;-0.256825;1.414455
0.932526;-0.257085;1.400341
0.932355;-0.258565;1.389279
0.931686;-0.259853;1.375226
0.931686;-0.259853;1.375226
0.931945;-0.258289;1.363784
0.932236;-0.258388;1.350701
0.932123;-0.25809;1.337338
0.931001;-0.261135;1.310382
0.931001;-0.261135;1.310382
0.930557;-0.262908;1.294156
0.930113;-0.265712;1.276839
0.932357;-0.263016;1.249604
0.932357;-0.263016;1.249604
0.933533;-0.260938;1.237271
0.935436;-0.257929;1.225888
0.936605;-0.255625;1.209683
0.93785;-0.252332;1.204235
0.93963;-0.248958;1.168544
0.93963;-0.248958;1.168544
0.93828;-0.2535;1.130272
0.93828;-0.2535;1.130272
0.939105;-0.253585;1.114125
0.939671;-0.250572;1.098852
0.941305;-0.246421;1.081081
0.970058;-0.135946;1.002334
-0.20662;-0.937698;2.93991
-0.199727;-0.94211;2.924936
0.944912;-0.245679;1.011915
0.946247;-0.241848;0.994476
0.9515;-0.225131;0.966402
0.946634;-0.243781;0.952105
0.952376;-0.223248;0.929548
0.945892;-0.245447;0.916393
0.949944;-0.230755;0.898265
0.838647;-0.471926;0.856465
0.008692;-0.975351;2.134719
0.933032;-0.273415;0.866173
0.931801;-0.276106;0.848788
0.931447;-0.276765;0.833181
0.930718;-0.278106;0.814117
0.945754;-0.242215;0.777032
0.944835;-0.241592;0.761661
0.943374;-0.246571;0.744518
0.944441;-0.246377;0.722589
0.935222;-0.275172;0.706896
0.93527;-0.275946;0.680795
0.934595;-0.277896;0.660432
0.926746;-0.312676;0.683365
0.923326;-0.317669;0.665533
0.934745;-0.297095;0.631087
0.934745;-0.297095;0.631087
0.938029;-0.290186;0.612087
0.926931;-0.315491;0.584507
0.923518;-0.325215;0.571192
0.931603;-0.312615;0.547661
0.920335;-0.333588;0.524673
0.906443;-0.363319;0.478638
0.906443;-0.363319;0.478638
0.907205;-0.364675;0.455392
0.903908;-0.37532;0.443224
0.905317;-0.374875;0.419495
0.913037;-0.345159;0.430273
0.90168;-0.368435;0.422542
0.913605;-0.348741;0.399609
0.905524;-0.367348;0.383125
0.903956;-0.366639;0.374658
0.885908;-0.403754;0.349964
0.881584;-0.413563;0.337407
0.86815;-0.439108;0.318885
0.89462;-0.389336;0.316561
0.883896;-0.410947;0.307037
0.876199;-0.424964;0.292378
0.873428;-0.430234;0.278592
0.870402;-0.44088;0.263962
0.843753;-0.480368;0.25228
